"","Didelphis_zero","Didelphis_adult","Monodelphis_d20","Monodelphis_d40","Monodelphis_Adult"
"1",0.06432092389696,0.0349690453119851,-0.00762031802807664,-0.0107929637469711,0.0297843372927263
"2",0.0821393365779853,0.055497145066459,-0.0024310310008212,-0.0273594111640464,0.0504743384989709
"3",0.425735199120695,0.317139554110787,0.161780874247648,-0.0278595574563771,0.167824402766786
"4",0.203858848961122,0.187989218196292,0.167283836993327,-0.0414485979596475,0.1298222620236
"5",0.315309657037276,0.26735712466704,0.269098465253926,0.00981974742809773,0.169533914389843
"6",0.177944130454262,0.20227208322915,0.168090024828877,-0.00992486913862033,0.172020272715659
"7",0.333336899623371,0.293404566320263,0.0792055779069274,-0.0361940343162476,0.169424680636065
"8",0.252764228208622,0.194631801984939,0.152986475727421,-0.0479939985120571,0.144181788281277
"9",0.387476520772565,0.286679439262353,0.253364607840691,0.0191451103912096,0.196447377860682
"10",0.141099803396809,0.211723053015728,0.0835213557422674,0.0854946966233876,0.290302795554595
"11",0.125748682800894,0.155854644434426,0.0177946377777535,-0.0545001183425722,0.0879459182356299
"12",0.033836237005933,0.105569170079818,0.0190706005645056,0.0259665725480986,-0.00702930474620737
"13",0.082872336664044,0.1996379839018,0.0755258663349068,-0.0776203008620345,0.192738345510957
"14",0.108798286514757,0.102860701827484,-0.207187292861225,-0.0245366044371893,0.206517339239578
"15",0.137355359423449,0.154228631231261,-0.326509986791196,0.0265026649696703,0.222661914381419
"16",0.138232284230743,0.124047541857273,0.0469293425217983,-0.0183295027359859,0.245098943543422
"17",0.146563597252306,0.181858564967656,0.0737461803819361,0.0189935969370305,0.32099908183469
"18",0.0793950402001245,0.0661946749346037,0.185519248008103,0.0119741462260089,0.129110242620127
"19",0.110745511986727,0.107582626786661,0.0528661465569647,0.0573394403403216,0.0921181046430751
"20",0.132995132460821,0.0801105786423438,-0.173016192627602,0.0287969585257031,0.0694553539964564
"21",0.132198844085816,0.238184311989709,0.386663482763354,-0.128390928592877,0.232306306687384
"22",0.129583721871665,0.288581917211964,0.437967330023034,-0.091045351794597,0.328752487974502
"23",0.155661640338609,0.0953441684012904,0.0167550735205288,-0.0561422063031169,0.0289029036137936
"24",0.124067791313804,0.226851494126898,0.186136848247466,-0.0115391152193211,0.25181413212717
"25",0.0382016913812864,0.0694689192434307,-0.0310090136621838,0.0469508813602849,0.0507924646216305
"26",0.0260005965413525,0.0293838113654962,-0.0288270656509248,0.00885965529433166,0.061256721354688
"27",0.0601890240240609,0.0762576079635733,-0.274816207014536,0.0356155317712065,0.0772081030785647
"28",0.0990220587205118,0.0982434636106518,-0.0277785908695635,-0.0120776966461264,0.0945328286583323
"29",0.087809458543641,0.145502400012504,0.0358485861805103,0.0161669436290619,0.215721424760899
"30",0.072786449373854,0.104772970874446,-0.068656928950028,0.173179520964339,0.081075717986746
"31",-0.0542366492371782,0.0981471516469957,0.211754915167452,-0.935494025419882,0.175252113068068
"32",0.108668277909208,0.150539695079216,0.00240028558555304,0.175339208003652,0.126033998315401
"33",0.188032812679523,0.149683280362877,0.0281436146415725,-0.00875891512496876,0.194668769489031
"34",0.0725177747399578,0.0846562551682499,-0.0155256521143002,-0.0240793671134816,0.064777035609108
"35",0.0311309622129665,0.0134204330266195,0.0856606058134885,-0.025841328738567,-0.0357991705852408
